distance,bodyCount,name,id,id64,coords,coordsLocked,requirePermit,information,primaryStar,duplicates,anchor_system,anchor_description,permitName
11.15,15.0,LOrionis-CFHT 117,54554,2875345412953.0,"{'x': 395.03125, 'y': -323.53125, 'z': -1475.15625}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'None', 'population': 937631, 'security': 'Low', 'economy': 'Extraction', 'secondEconomy': 'Colony', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': 'LOrionis-CFHT 117', 'isScoopable': True}",,2MASS J05355200+0950293,,
44.91,18.0,DM99 71.2,20130633,5074368668521.0,"{'x': 395, 'y': -306.0625, 'z': -1441.875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 71.2 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
31.99,18.0,2MASS J05355097+0951035,4512035,5074368668513.0,"{'x': 395, 'y': -316.8125, 'z': -1452.28125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05355097+0951035', 'isScoopable': True}",[18179172],2MASS J05355200+0950293,,
20.05,10.0,BSM2011 e087c,7204973,2875076977497.0,"{'x': 393.34375, 'y': -316.59375, 'z': -1466.53125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 e087c', 'isScoopable': True}",,2MASS J05355200+0950293,,
29.06,1.0,DM99 51.1,1705547,13870193255265.0,"{'x': 394.9375, 'y': -316, 'z': -1455.65625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 51.1', 'isScoopable': True}","[22948013, 32649528]",2MASS J05355200+0950293,,
22.61,8.0,2MASS J05335661+1006149,12964609,676053656401.0,"{'x': 394.9375, 'y': -334.3125, 'z': -1500.28125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05335661+1006149', 'isScoopable': True}",[18803237],2MASS J05355200+0950293,,
9.22,8.0,DM99 18.1,23028401,676053656409.0,"{'x': 394.84375, 'y': -326.5625, 'z': -1483}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 18.1', 'isScoopable': True}",,2MASS J05355200+0950293,,
34.15,10.0,2MASS J05352920+0946317,9737685,634279170482.0,"{'x': 394.8125, 'y': -319.4375, 'z': -1449.625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': '2MASS J05352920+0946317 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
29.11,27.0,DM99 38.2,1661456,2875076977505.0,"{'x': 394.71875, 'y': -319.4375, 'z': -1454.9375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 38.2', 'isScoopable': True}",,2MASS J05355200+0950293,,
22.28,3.0,2MASS J05352440+0953519,21090105,49054565344097.0,"{'x': 394.96875, 'y': -320.71875, 'z': -1462}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05352440+0953519 A', 'isScoopable': True}",[4030812],2MASS J05355200+0950293,,
78.99,28.0,DM99 31.2,16555059,40258472321913.0,"{'x': 390.78125, 'y': -316.21875, 'z': -1404.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 31.2 A', 'isScoopable': True}",[2985661],2MASS J05355200+0950293,,
15.32,12.0,DM99 4.2,21090058,20467262956377.0,"{'x': 393.1875, 'y': -331.875, 'z': -1474.84375}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'Expansion', 'population': 43435, 'security': 'Low', 'economy': 'High Tech', 'secondEconomy': 'Agriculture', 'reserve': None}","{'type': 'M (Red dwarf) Star', 'name': 'DM99 4.2 A', 'isScoopable': True}","[1706591, 20092237]",2MASS J05355200+0950293,,
39.04,1.0,2MASS J05360081+0952571,7204972,9472146744161.0,"{'x': 393.09375, 'y': -314.03125, 'z': -1445.96875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05360081+0952571', 'isScoopable': True}",,2MASS J05355200+0950293,,
52.19,9.0,DM99 62.3,28274309,93035030455145.0,"{'x': 390.875, 'y': -308.46875, 'z': -1434.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 62.3', 'isScoopable': True}","[1705552, 15552059]",2MASS J05355200+0950293,,
21.78,10.0,BSM2011 w036,17028741,11671169934169.0,"{'x': 390.90625, 'y': -332.125, 'z': -1466.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 w036', 'isScoopable': True}",,2MASS J05355200+0950293,,
53.41,1.0,BSM2011 e083n,1706820,51253588599657.0,"{'x': 390.96875, 'y': -306.1875, 'z': -1433.4375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 e083n', 'isScoopable': True}",,2MASS J05355200+0950293,,
62.14,6.0,DM99 57.1,24702369,24865309533041.0,"{'x': 390.96875, 'y': -309.40625, 'z': -1423.1875}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'Expansion', 'population': 48153, 'security': 'Low', 'economy': 'Service', 'secondEconomy': 'None', 'reserve': None}","{'type': 'M (Red dwarf) Star', 'name': 'DM99 57.1', 'isScoopable': True}",,2MASS J05355200+0950293,,
59.39,8.0,DM99 67.3,39522014,95234053710697.0,"{'x': 391, 'y': -305.21875, 'z': -1427.28125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 67.3', 'isScoopable': True}",,2MASS J05355200+0950293,,
32.49,3.0,Col 69 Sector IM-U c3-1,3213325,359401296298.0,"{'x': 391.0625, 'y': -300.96875, 'z': -1502.3125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector IM-U c3-1 A', 'isScoopable': False}",,2MASS J05355200+0950293,,
25.21,20.0,DM99 19.2,13797319,22666286277473.0,"{'x': 391.09375, 'y': -322.90625, 'z': -1460.46875}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'None', 'population': 5025, 'security': 'Low', 'economy': 'Industrial', 'secondEconomy': 'Refinery', 'reserve': None}","{'type': 'M (Red dwarf) Star', 'name': 'DM99 19.2 A', 'isScoopable': True}","[1660758, 5362869]",2MASS J05355200+0950293,,
37.12,11.0,BSM2011 e045,4512068,33661402555233.0,"{'x': 391.28125, 'y': -316.90625, 'z': -1447.96875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 e045', 'isScoopable': True}",,2MASS J05355200+0950293,,
37.22,6.0,2MASS J05351818+0952241,2953447,51253588599649.0,"{'x': 391.28125, 'y': -318.5, 'z': -1447.59375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05351818+0952241 A', 'isScoopable': True}","[3374815, 4783099]",2MASS J05355200+0950293,,
43.06,31.0,DM99 51.3,32649528,104030146732905.0,"{'x': 391.34375, 'y': -313.125, 'z': -1442.40625}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'Expansion', 'population': 93086, 'security': 'Low', 'economy': 'Service', 'secondEconomy': 'Agriculture', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': 'DM99 51.3', 'isScoopable': True}","[1705547, 22948013]",2MASS J05355200+0950293,,
58.47,11.0,DM99 70.1,18423984,84523389362.0,"{'x': 391.34375, 'y': -304.875, 'z': -1428.3125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'DM99 70.1 A', 'isScoopable': True}","[1706627, 16186302]",2MASS J05355200+0950293,,
17.89,10.0,Col 69 Sector EG-X d1-1,9851960,44920932563.0,"{'x': 391.40625, 'y': -336.5625, 'z': -1483.59375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector EG-X d1-1 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
29.38,24.0,2MASS J05353004+0959255,18179176,676053721953.0,"{'x': 391.5, 'y': -317.5, 'z': -1456.25}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05353004+0959255 A', 'isScoopable': True}",[41959],2MASS J05355200+0950293,,
37.17,12.0,DM99 35.3,1706721,62248704877409.0,"{'x': 391.5, 'y': -318.125, 'z': -1447.625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 35.3', 'isScoopable': True}","[16186293, 20128365]",2MASS J05355200+0950293,,
25.48,7.0,BSM2011 w002n,16516559,27064332788577.0,"{'x': 391.625, 'y': -324.78125, 'z': -1459.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 w002n', 'isScoopable': True}",,2MASS J05355200+0950293,,
25.77,13.0,LOrionis-CFHT 162,1709735,42457495577441.0,"{'x': 391.6875, 'y': -321.125, 'z': -1459.625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'LOrionis-CFHT 162', 'isScoopable': True}",,2MASS J05355200+0950293,,
56.16,25.0,BSM2011 e011e,1707256,53452611855209.0,"{'x': 393.03125, 'y': -310.71875, 'z': -1428.71875}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'War', 'population': 14416213, 'security': 'Low', 'economy': 'Tourism', 'secondEconomy': 'Agriculture', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 e011e A', 'isScoopable': True}",,2MASS J05355200+0950293,,
66.97,19.0,DM99 194,20096988,16069216576369.0,"{'x': 392.90625, 'y': -300.875, 'z': -1420.25}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 194 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
18.52,3.0,2MASS J05340393+0952122,47419909,7273123423065.0,"{'x': 392.78125, 'y': -330.28125, 'z': -1468.9375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05340393+0952122 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
34.28,3.0,2MASS J05343353+0943555,20134065,2875076911969.0,"{'x': 392.6875, 'y': -325.375, 'z': -1449.9375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05343353+0943555 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
29.22,14.0,BSM2011 e102e,20160571,24865309533025.0,"{'x': 392.6875, 'y': -318.15625, 'z': -1455.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 e102e A', 'isScoopable': True}",,2MASS J05355200+0950293,,
32.16,48.0,2MASS J05352877+0954101,52435350,53452611855201.0,"{'x': 392.5625, 'y': -318.1875, 'z': -1452.625}",True,False,"{'allegiance': 'Independent', 'government': 'Corporate', 'faction': 'Sirius Corporation', 'factionState': 'None', 'population': 48771, 'security': 'Low', 'economy': 'Industrial', 'secondEconomy': 'None', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': '2MASS J05352877+0954101', 'isScoopable': True}",,2MASS J05355200+0950293,,
16.91,32.0,DM99 20.2,1705470,7273123488601.0,"{'x': 393.125, 'y': -324.53125, 'z': -1469.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 20.2 A', 'isScoopable': True}",[19970144],2MASS J05355200+0950293,,
58.17,10.0,2MASS J05362745+0945256,70654,84238937432937.0,"{'x': 392.4375, 'y': -309.34375, 'z': -1427.0625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05362745+0945256', 'isScoopable': True}",[18803492],2MASS J05355200+0950293,,
28.42,9.0,2MASS J05351346+0955253,1708369,16069216510817.0,"{'x': 392.21875, 'y': -320.15625, 'z': -1456.53125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05351346+0955253', 'isScoopable': True}",[21090051],2MASS J05355200+0950293,,
47.57,16.0,2MASS J05364928+0958199,20131186,79840890921833.0,"{'x': 391.96875, 'y': -306.75, 'z': -1439.375}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'War', 'population': 1036341, 'security': 'Low', 'economy': 'High Tech', 'secondEconomy': 'Extraction', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': '2MASS J05364928+0958199', 'isScoopable': True}",,2MASS J05355200+0950293,,
13.93,33.0,2MASS J05340420+1000474,20202213,16069216445273.0,"{'x': 391.90625, 'y': -330.21875, 'z': -1478.71875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05340420+1000474 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
48.64,3.0,2MASS J05335490+0930381,13998449,2875076911977.0,"{'x': 391.8125, 'y': -329.09375, 'z': -1435.53125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05335490+0930381 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
24.77,25.0,2MASS J05350742+0958224,32111961,20467263021921.0,"{'x': 391.8125, 'y': -320.875, 'z': -1460.71875}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'Expansion', 'population': 42158, 'security': 'Low', 'economy': 'Service', 'secondEconomy': 'Colony', 'reserve': 'Pristine'}","{'type': 'M (Red dwarf) Star', 'name': '2MASS J05350742+0958224', 'isScoopable': True}",,2MASS J05355200+0950293,,
50.92,10.0,DM99 201,6132581,2875077043049.0,"{'x': 391.78125, 'y': -292.90625, 'z': -1443.375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 201', 'isScoopable': True}",,2MASS J05355200+0950293,,
23.87,4.0,DM99 5.1,10286324,676322091873.0,"{'x': 395.15625, 'y': -331.6875, 'z': -1461.625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 5.1 A', 'isScoopable': True}",[19322635],2MASS J05355200+0950293,,
48.87,25.0,BSM2011 w042e,20128977,676053656425.0,"{'x': 385.125, 'y': -325.3125, 'z': -1437.15625}",True,False,"{'allegiance': 'Independent', 'government': 'Anarchy', 'faction': 'The Consortium', 'factionState': 'Boom', 'population': 43690, 'security': 'Anarchy', 'economy': 'Industrial', 'secondEconomy': 'None', 'reserve': None}","{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 w042e A', 'isScoopable': True}",,2MASS J05355200+0950293,,
60.67,23.0,DM99 91,9585661,675516719953.0,"{'x': 352.90625, 'y': -351.625, 'z': -1500.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 91 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
74.58,16.0,DM99 186,3057630,2874540106601.0,"{'x': 353.59375, 'y': -310.6875, 'z': -1428.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 186', 'isScoopable': True}",,2MASS J05355200+0950293,,
69.51,1.0,Col 69 Sector LC-U c3-1,9585660,359334121898.0,"{'x': 353.65625, 'y': -371.46875, 'z': -1488.78125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector LC-U c3-1', 'isScoopable': True}",,2MASS J05355200+0950293,,
61.38,7.0,Col 69 Sector EG-X d1-6,2953443,216719624403.0,"{'x': 354.125, 'y': -318.0625, 'z': -1518.46875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector EG-X d1-6', 'isScoopable': True}",,2MASS J05355200+0950293,,
76.94,7.0,DM99 140,4529845,675516851057.0,"{'x': 354.5, 'y': -324.3125, 'z': -1423.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 140', 'isScoopable': True}",,2MASS J05355200+0950293,,
48.39,21.0,DM99 124,8053776,5073831732049.0,"{'x': 356.625, 'y': -335.03125, 'z': -1485.5}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 124 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
52.31,9.0,DM99 137,9889110,675785220961.0,"{'x': 356.71875, 'y': -328.53125, 'z': -1459.5625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 137', 'isScoopable': True}",,2MASS J05355200+0950293,,
52.26,14.0,Col 69 Sector PI-Q b6-0,9870017,675785286473.0,"{'x': 358.5625, 'y': -316.5625, 'z': -1508.1875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector PI-Q b6-0 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
67.2,14.0,Col 69 Sector NX-R b5-0,2831790,675785220929.0,"{'x': 359.53125, 'y': -344.4375, 'z': -1528.6875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector NX-R b5-0 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
61.97,8.0,Col 69 Sector PI-S c4-1,2089380,359334121906.0,"{'x': 361.3125, 'y': -358.75, 'z': -1453.875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector PI-S c4-1', 'isScoopable': True}",,2MASS J05355200+0950293,,
43.13,19.0,Col 69 Sector JH-U c3-1,41966,359334154666.0,"{'x': 361.75, 'y': -321.3125, 'z': -1471.78125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'Col 69 Sector JH-U c3-1', 'isScoopable': True}",,2MASS J05355200+0950293,,
52.71,1.0,Col 69 Sector IM-V d2-6,4512000,216719624411.0,"{'x': 363.46875, 'y': -297.0625, 'z': -1460.5}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector IM-V d2-6', 'isScoopable': False}",,2MASS J05355200+0950293,,
46.66,2.0,Col 69 Sector EG-X d1-5,54514,182359886035.0,"{'x': 363.75, 'y': -321.84375, 'z': -1506.78125}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector EG-X d1-5 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
62.33,11.0,Col 69 Sector PI-S c4-0,6523363,84456214962.0,"{'x': 363.8125, 'y': -361.59375, 'z': -1453.1875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector PI-S c4-0', 'isScoopable': True}",,2MASS J05355200+0950293,,
60.54,17.0,Col 69 Sector IM-V d2-7,18423823,251079362779.0,"{'x': 364.4375, 'y': -287.125, 'z': -1453.75}",True,False,{},"{'type': 'F (White) Star', 'name': 'Col 69 Sector IM-V d2-7', 'isScoopable': True}",,2MASS J05355200+0950293,,
67.57,9.0,Col 69 Sector LC-S b5-0,2563274,675785286465.0,"{'x': 364.71875, 'y': -307.625, 'z': -1535.4375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector LC-S b5-0', 'isScoopable': True}",,2MASS J05355200+0950293,,
39.87,3.0,DM99 145,2184962,2874808476505.0,"{'x': 367.15625, 'y': -334.5625, 'z': -1470.375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 145 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
69.6,2.0,Col 69 Sector MC-U c3-0,11562625,84523323818.0,"{'x': 375.15625, 'y': -384.1875, 'z': -1501.125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector MC-U c3-0 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
46.91,10.0,DM99 122,2831789,676053590857.0,"{'x': 375.0625, 'y': -349.1875, 'z': -1509.40625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 122', 'isScoopable': True}",,2MASS J05355200+0950293,,
72.7,1.0,Col 69 Sector KX-S c4-0,11421191,84523422130.0,"{'x': 375, 'y': -260.4375, 'z': -1459.96875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector KX-S c4-0', 'isScoopable': True}",,2MASS J05355200+0950293,,
68.59,26.0,BD+09 874,70289,1319093356.0,"{'x': 374.34375, 'y': -317.59375, 'z': -1420.59375}",True,False,"{'allegiance': 'Empire', 'government': 'Corporate', 'faction': 'LOST Industrial Technologies', 'factionState': 'Expansion', 'population': 45492, 'security': 'Low', 'economy': 'Industrial', 'secondEconomy': 'None', 'reserve': 'Pristine'}","{'type': 'A (Blue-White) Star', 'name': 'BD+09 874 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
32.69,10.0,DM99 162,9869977,675785220945.0,"{'x': 373.875, 'y': -335.84375, 'z': -1488.46875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 162', 'isScoopable': True}",,2MASS J05355200+0950293,,
75.57,3.0,BSM2011 w040,15738332,2874808542065.0,"{'x': 373.375, 'y': -318.03125, 'z': -1413.3125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 w040 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
61.92,1.0,Col 69 Sector NN-S c4-1,230175,359334154674.0,"{'x': 352.46875, 'y': -340.25, 'z': -1451.625}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'Col 69 Sector NN-S c4-1', 'isScoopable': True}",,2MASS J05355200+0950293,,
78.87,4.0,Col 69 Sector RJ-N b8-0,10218101,675785483097.0,"{'x': 373.125, 'y': -250.71875, 'z': -1479.25}",True,False,{},"{'type': 'T Tauri Star', 'name': 'Col 69 Sector RJ-N b8-0 A', 'isScoopable': False}",,2MASS J05355200+0950293,,
77.07,7.0,2MASS J05341579+1006546,20091902,675785286513.0,"{'x': 372.6875, 'y': -312.875, 'z': -1412.5625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': '2MASS J05341579+1006546 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
76.36,4.0,BSM2011 w046,20091972,5073831797617.0,"{'x': 371.84375, 'y': -321.5625, 'z': -1412.9375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BSM2011 w046', 'isScoopable': True}",,2MASS J05355200+0950293,,
44.47,2.0,Col 69 Sector EG-X d1-4,2953444,148000147667.0,"{'x': 368.0625, 'y': -320.625, 'z': -1509.125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector EG-X d1-4 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
73.4,4.0,Col 69 Sector ND-P b7-0,15198068,675785483089.0,"{'x': 367.75, 'y': -262.21875, 'z': -1501.4375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'Col 69 Sector ND-P b7-0 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
39.3,3.0,DM99 132,5190437,675785220953.0,"{'x': 367.625, 'y': -338.78125, 'z': -1477.75}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 132 A', 'isScoopable': True}",,2MASS J05355200+0950293,,
51.12,15.0,DM99 178,6113539,675785220937.0,"{'x': 367.21875, 'y': -328.5, 'z': -1518.0625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'DM99 178', 'isScoopable': True}",,2MASS J05355200+0950293,,
